input_root_id	relative_path	size_bytes	expected_md5
gemcitabine_data_root	README.md	2273	ebfd14259c74a6dc1dafa5a378f02880
gemcitabine_data_root	all_ploidy.csv	1484989	a8c7a0dba329eb96fcefc5a1a1fceec8
gemcitabine_data_root	dt_Gem_VT_20260209_v5.xlsx	19564	ea73bc61cea8e8f1909211f0aac1fe0e
gemcitabine_data_root	histology_to_dt_Gem_VT_20260209_v5_mapping.csv	8309	206b098e4801488333b3d55c72ccac38
invitro_result_root	seed1/best_params.tsv	675	20b78f9adf6b78ffbdd74a8e5fbabebb
invitro_result_root	seed1/fit_summary.tsv	1664	d94e8b1234a949d13367f2507c7d2ddc
invitro_result_root	seed10/best_params.tsv	687	0d715f52a15258961bf401b138b88564
invitro_result_root	seed10/fit_summary.tsv	1665	50fee012f2cf34e1829942fdb9b55453
invitro_result_root	seed100/best_params.tsv	669	36cd1178798b73835ecbb428a4bc4211
invitro_result_root	seed100/fit_summary.tsv	1660	00a7b75f62ac6d4bbd7da08df0129c9e
invitro_result_root	seed101/best_params.tsv	673	80c819ba5867b76ee191098de293cc31
invitro_result_root	seed101/fit_summary.tsv	1664	4a251408feb289c2287bb6dcacb7ce81
invitro_result_root	seed102/best_params.tsv	686	1b41c73665457b3b254edb6cfea002bf
invitro_result_root	seed102/fit_summary.tsv	1665	d2cc39883ce0a4ce0360c8c2558cf738
invitro_result_root	seed103/best_params.tsv	688	ee453c6d2bf0e210a9cfd0870f86c5cc
invitro_result_root	seed103/fit_summary.tsv	1666	6694c5e0a192da4d4fe50e6f71959f09
invitro_result_root	seed104/best_params.tsv	699	60866c94f4767b30e539ea043063acac
invitro_result_root	seed104/fit_summary.tsv	1665	ca1c885c90a1294ac914b522afa7311a
invitro_result_root	seed105/best_params.tsv	676	298088fc6b3c2178eacd49b5da123fd8
invitro_result_root	seed105/fit_summary.tsv	1664	ba3d34ff4f7a4ba53fbf230b4a7cb689
invitro_result_root	seed106/best_params.tsv	671	acc9ec76a2a13a0689f958246d6d3fa5
invitro_result_root	seed106/fit_summary.tsv	1666	4dcebb18e15cff0d2b9cd42e6c6ad0f3
invitro_result_root	seed107/best_params.tsv	688	3f4b2fa8b15116074356c02afe92c9e3
invitro_result_root	seed107/fit_summary.tsv	1666	b241573e00e9fa10603ba9c0d92820bd
invitro_result_root	seed108/best_params.tsv	687	a0b8ac2f2d5dc2c4f7c58cb606324be8
invitro_result_root	seed108/fit_summary.tsv	1666	3c45d1db238272218332bb02dd1692c1
invitro_result_root	seed109/best_params.tsv	702	04c06f5c2ed56150182eb22a62ca25bc
invitro_result_root	seed109/fit_summary.tsv	1665	91929ba18ca3f3e737d5c2200553321b
invitro_result_root	seed11/best_params.tsv	674	4ad409bf264bec756bcf6aca89e906fd
invitro_result_root	seed11/fit_summary.tsv	1666	58a7a0a165bf2e8553d751b82dfc5a98
invitro_result_root	seed110/best_params.tsv	674	de486bb09aeac56fbb410ad268f30d74
invitro_result_root	seed110/fit_summary.tsv	1665	e4c8dba06d80dbadd517d0f5d6985ed5
invitro_result_root	seed111/best_params.tsv	672	44372f1717b3e9eb01b7421aef71689a
invitro_result_root	seed111/fit_summary.tsv	1663	dda3f20f957da1bc3e72f67e38666c8a
invitro_result_root	seed112/best_params.tsv	700	d94fc7e14d6fa22ee8701d2eb399fc65
invitro_result_root	seed112/fit_summary.tsv	1665	33b173b100e873b0013224b01493f835
invitro_result_root	seed113/best_params.tsv	685	7004195bf2d88505982f51a35c40c994
invitro_result_root	seed113/fit_summary.tsv	1664	3c18809c816037b2022c0731d735c4aa
invitro_result_root	seed114/best_params.tsv	674	75c7f8858c064392b7d9c79677c0d931
invitro_result_root	seed114/fit_summary.tsv	1664	8938b2d3549cf4c92f181f27a996a003
invitro_result_root	seed115/best_params.tsv	687	6685f53decd8f4568b691e638c72a91a
invitro_result_root	seed115/fit_summary.tsv	1665	93a8df7ebbcc0a07d60dca560d0950ac
invitro_result_root	seed116/best_params.tsv	686	8c27e0a414aa9332e493dcbec70e2ec5
invitro_result_root	seed116/fit_summary.tsv	1665	de71f10fd400c993c66596ee8dea5234
invitro_result_root	seed117/best_params.tsv	686	a54964b5cfa1cd0c077e8b6a1996b984
invitro_result_root	seed117/fit_summary.tsv	1666	1515af892bc9ee0c2ce50a648a5ca4f9
invitro_result_root	seed118/best_params.tsv	674	14e0c9f9457809478248cf53876f5922
invitro_result_root	seed118/fit_summary.tsv	1663	2f29f3e5e996820855b3cc6c7f4a44b9
invitro_result_root	seed119/best_params.tsv	672	7b20cdc091a0756b36ab31b1925f0f84
invitro_result_root	seed119/fit_summary.tsv	1666	bcf57778acf1532d7774b626c77212b9
invitro_result_root	seed12/best_params.tsv	686	59fce19650eb8ad64230894e6cf7122c
invitro_result_root	seed12/fit_summary.tsv	1658	1fbbe0b9fbe35f5c710e19cfb5cb7fa9
invitro_result_root	seed120/best_params.tsv	686	a026cf3a21bc6a4700f84ade53c450d3
invitro_result_root	seed120/fit_summary.tsv	1664	55219f9b13edeb7e8e3b2f7dcc2c2e92
